epoch,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13
171,1.140813,1.0643353,0.34970373,0.6174323,0.059161507,0.14767194,2.839611,1.5095478,3.0122797,0.8393101,0.41924965,1.7878324,0.03966714
172,1.139868,1.0625168,0.34872302,0.6159011,0.05877919,0.14716733,2.849417,1.511339,3.0180106,0.83962715,0.41944867,1.7888442,0.03838291
173,1.1390146,1.0605536,0.34775597,0.6143728,0.05847623,0.14664418,2.8593037,1.5129461,3.023555,0.8404394,0.41984406,1.7896149,0.037604213
174,1.138224,1.0585103,0.34694633,0.6125545,0.058079436,0.14614229,2.869172,1.5146185,3.0291698,0.84093034,0.42045313,1.7901415,0.037264615
175,1.1374387,1.0564519,0.34638044,0.6103393,0.057841036,0.14578572,2.8789854,1.5163649,3.0348756,0.84119666,0.42139202,1.79043,0.037552726
176,1.136713,1.0543853,0.34578472,0.6082465,0.057408147,0.14534552,2.8887706,1.5180323,3.0403154,0.842019,0.42194155,1.7910312,0.037036672
177,1.135964,1.0525576,0.3446612,0.60653013,0.056901745,0.1448417,2.8984973,1.5197453,3.0457826,0.84284484,0.42228687,1.7918501,0.03607391
178,1.135067,1.0507857,0.34398913,0.6049256,0.05641424,0.14426272,2.908173,1.5215327,3.051114,0.84422934,0.42249033,1.7929306,0.034738634
179,1.1341919,1.0490447,0.3422901,0.60392994,0.05601083,0.14374913,2.9179597,1.5230783,3.0564756,0.8448526,0.4224229,1.7940986,0.03297892
180,1.1332843,1.0470192,0.3417797,0.602316,0.055836804,0.14335252,2.9276462,1.524817,3.0619104,0.845584,0.42313865,1.7945386,0.03280474
181,1.132462,1.0450313,0.34132397,0.600441,0.05542532,0.14293799,2.9373782,1.5265507,3.067127,0.84695554,0.42360857,1.7952536,0.032151107
182,1.1316112,1.0432782,0.34002596,0.59907794,0.054968882,0.14246947,2.9471874,1.5282948,3.07261,0.84746796,0.42368,1.7963336,0.030695999
183,1.1307802,1.0413574,0.3388808,0.59765404,0.054662596,0.14197809,2.956929,1.5299299,3.0778496,0.84855026,0.4239489,1.7971258,0.029629052
184,1.129833,1.0395687,0.3379492,0.5962046,0.054427613,0.141634,2.9665873,1.5317764,3.083366,0.84864175,0.4242898,1.7979107,0.028795311
185,1.1290739,1.0374959,0.33750466,0.59437144,0.054035123,0.14123549,2.9764478,1.5335089,3.088606,0.8498901,0.42483345,1.7985598,0.02821557
186,1.1282374,1.0357528,0.3364824,0.5929823,0.05356514,0.14079505,2.9862056,1.5354344,3.093901,0.8510799,0.4248898,1.799719,0.026607443
187,1.1273421,1.0340142,0.33493793,0.59176767,0.053321503,0.1404769,2.9959507,1.5372447,3.0992398,0.8515238,0.4250643,1.8006492,0.02540077
188,1.1265234,1.0319754,0.33468872,0.5903467,0.052880187,0.139933,3.0058315,1.539062,3.1045358,0.85283065,0.4252674,1.8017677,0.023968698
189,1.1254607,1.0303807,0.3323222,0.58977365,0.052815598,0.1397134,3.0154474,1.5409374,3.1097844,0.85299134,0.4251379,1.8029302,0.022346236
190,1.1247712,1.0278997,0.3332352,0.5872095,0.052565254,0.13939041,3.0251138,1.5429201,3.1152954,0.8531829,0.42649668,1.8028384,0.023384718
191,1.1240498,1.0260038,0.33279815,0.58512366,0.052267656,0.13912739,3.034835,1.5446455,3.1205513,0.8542373,0.42719957,1.8033453,0.023190772
192,1.1233177,1.0242689,0.33169487,0.58377343,0.05169431,0.13873015,3.0445025,1.5464678,3.1256397,0.8552874,0.42731172,1.8044643,0.021578886
193,1.1224538,1.0226018,0.330447,0.5824432,0.05156815,0.13860568,3.0540805,1.5484164,3.1308548,0.85577285,0.4279853,1.8050299,0.02116537
194,1.1217176,1.0206993,0.3298974,0.58074033,0.05118367,0.138286,3.0636597,1.5502912,3.1358697,0.8571117,0.42835456,1.8059341,0.020093707
195,1.1208454,1.0190146,0.3285147,0.57982385,0.050632846,0.13791353,3.0733323,1.5522755,3.1408045,0.858692,0.42833823,1.8072306,0.018251058
196,1.1198335,1.0174804,0.32696843,0.57852,0.050392535,0.13769482,3.0830436,1.5543362,3.1461003,0.8588293,0.42835388,1.8084819,0.01659753
197,1.1189941,1.0153768,0.32675287,0.5771951,0.050024033,0.13725784,3.0927632,1.556287,3.1512492,0.85989547,0.4286158,1.8094872,0.015253811
198,1.1179612,1.0138706,0.32532492,0.57617307,0.049955096,0.13700783,3.1023755,1.5582184,3.156586,0.85964644,0.4288173,1.8103583,0.014125842
199,1.1173023,1.0114559,0.32583538,0.5741474,0.049873754,0.13693528,3.1119893,1.5600452,3.1617558,0.8601547,0.43018284,1.8102406,0.01521507
200,1.1166706,1.0095222,0.32523966,0.57206094,0.049778722,0.13690642,3.1214583,1.5621531,3.1669142,0.8603247,0.43127462,1.8104225,0.015623248
201,1.1164263,1.0085489,0.32522103,0.5708998,0.049558207,0.13674538,3.1262572,1.5630237,3.1692786,0.86144745,0.43176147,1.8105929,0.015625315
202,1.116091,1.0076967,0.32498232,0.5701757,0.049249418,0.13661718,3.1309702,1.5639851,3.1717224,0.862097,0.43194607,1.8111022,0.015016131
203,1.1156421,1.007045,0.32412323,0.5697764,0.049084008,0.13654448,3.1356785,1.5650694,3.174135,0.86255777,0.43194154,1.8118132,0.013962689
204,1.115198,1.0063617,0.32317033,0.569359,0.048932705,0.13639228,3.1403446,1.5660057,3.1764946,0.863121,0.4319618,1.8123672,0.01313846
205,1.114836,1.005487,0.32292745,0.5684318,0.048778325,0.13627826,3.145081,1.567011,3.178955,0.8635483,0.43236843,1.8126353,0.0129940715
206,1.1144221,1.0046248,0.32267076,0.56760806,0.04856644,0.13617538,3.1498134,1.5679812,3.181386,0.8641319,0.43256006,1.8130913,0.012450722
207,1.113952,1.003838,0.32230708,0.56694096,0.048328876,0.13603728,3.154596,1.5689702,3.1838384,0.86464083,0.4326584,1.8136479,0.011701677
208,1.1135613,1.0029786,0.3217642,0.5664857,0.04824368,0.13587889,3.1593573,1.5699805,3.1863222,0.865053,0.43284664,1.814109,0.0110599315
209,1.1131226,1.0021143,0.32147574,0.5657783,0.048156474,0.13581775,3.1640818,1.5709652,3.1887975,0.8654497,0.43312666,1.814499,0.0106926365
210,1.1126753,1.00128,0.32109696,0.5650707,0.048057064,0.13578379,3.168794,1.5719917,3.191331,0.86562926,0.4334696,1.8147886,0.010468063
211,1.1123183,1.0003462,0.32072768,0.5642752,0.04799385,0.13567956,3.1734886,1.5729578,3.1937468,0.86615115,0.43375206,1.8151075,0.010131702
212,1.1119328,0.9994331,0.32074085,0.563517,0.047691837,0.1354776,3.1782508,1.5739262,3.1961625,0.8669553,0.43405458,1.815465,0.009749483
213,1.1115211,0.99860376,0.3202879,0.5629057,0.047562238,0.13542254,3.1830137,1.5749823,3.1987107,0.86703324,0.4342834,1.8159126,0.009185826
214,1.1110927,0.9978031,0.31970227,0.56236696,0.04756002,0.13535391,3.1876998,1.5760278,3.2011409,0.8674964,0.43459937,1.8162323,0.008854963
215,1.1107308,0.9969143,0.3195349,0.561553,0.047303386,0.1352182,3.192451,1.5769864,3.2035177,0.8683418,0.43478715,1.8167064,0.008271032
216,1.1102552,0.9961911,0.3188237,0.5612721,0.047074784,0.13499318,3.1971457,1.5779681,3.2058926,0.86905813,0.43462104,1.8174461,0.007069056
217,1.1097288,0.995458,0.31784347,0.5607912,0.047164295,0.13512217,3.201874,1.5791161,3.2085786,0.8683784,0.4349826,1.817738,0.006858926
218,1.1094512,0.99426126,0.31816608,0.55956554,0.0471945,0.13510405,3.2066286,1.5801812,3.2110672,0.86885405,0.43592662,1.8175114,0.0076934816
219,1.1091737,0.9932047,0.3184798,0.5582776,0.047036923,0.13508217,3.211386,1.5811896,3.213688,0.8688617,0.4365749,1.8175741,0.00798081
220,1.1087964,0.99248767,0.3179075,0.55741066,0.046857875,0.13505062,3.2160518,1.582302,3.2161167,0.86943597,0.43686366,1.8179706,0.007554422
221,1.1084961,0.99156404,0.31742558,0.5567946,0.04673266,0.13496414,3.220677,1.5833032,3.2185192,0.8699963,0.4371367,1.8183515,0.0070902025
222,1.1081074,0.9906788,0.31714183,0.5561804,0.046553563,0.13489132,3.2253387,1.5843437,3.220907,0.87067306,0.43747005,1.8187405,0.006694048
223,1.1076901,0.98988867,0.31668207,0.5554674,0.04643179,0.1348876,3.2299635,1.5854707,3.2233388,0.8710972,0.43768045,1.8192719,0.006081132
224,1.1072478,0.98916113,0.31621826,0.55480385,0.04614217,0.13471232,3.2346895,1.5864612,3.225665,0.87205297,0.43777308,1.8198614,0.0052574873
225,1.106727,0.9884879,0.31549475,0.55453944,0.04582775,0.13449034,3.2393703,1.5874841,3.2279742,0.8730308,0.43751287,1.8207917,0.003743967
226,1.1061395,0.9878603,0.31488338,0.55421185,0.04562841,0.13437574,3.2441077,1.5886816,3.2304392,0.8735343,0.43743628,1.8216048,0.0025093926
227,1.1055858,0.98702663,0.31415716,0.55388385,0.04577949,0.13436417,3.2488005,1.5897202,3.2329712,0.8733983,0.43768436,1.8219647,0.0021250679
228,1.105165,0.9860211,0.31411323,0.5528753,0.045878857,0.13445513,3.2535162,1.5908896,3.235587,0.8732033,0.43856046,1.8217262,0.0029614598
229,1.1049615,0.9847339,0.31486854,0.5515371,0.045754932,0.13435577,3.2582374,1.5919305,3.2380373,0.87396896,0.43932575,1.82168,0.0034535362
230,1.1045983,0.98392755,0.31425565,0.5509599,0.04557483,0.13428858,3.2628946,1.5929929,3.2405188,0.8742053,0.43943802,1.8221967,0.0026916752
231,1.1041657,0.98322177,0.31375843,0.5503896,0.045355283,0.13423607,3.267546,1.5940988,3.2428718,0.8749848,0.43962628,1.822696,0.0020250287
232,1.1038043,0.98232657,0.31338665,0.5497957,0.045311503,0.13420416,3.2721956,1.5951905,3.245358,0.8752248,0.4399698,1.8230861,0.0016613515
233,1.1033659,0.9814892,0.31336343,0.5491048,0.0450614,0.1340914,3.276906,1.5963612,3.247708,0.87623405,0.44026503,1.8235861,0.0010735489
234,1.1028782,0.9807744,0.3126022,0.5487798,0.044865467,0.13403945,3.2815442,1.597409,3.2501276,0.8765123,0.44018945,1.8243172,-1.2863282e-05
235,1.102348,0.9801777,0.31187737,0.54823846,0.044752426,0.13393399,3.286259,1.5985934,3.2524886,0.8773493,0.44033393,1.8248844,-0.00075033156
236,1.1019049,0.97916687,0.31189066,0.54766643,0.04464949,0.13386594,3.2909224,1.5997821,3.254966,0.877711,0.44057813,1.825409,-0.0013359805
237,1.1014825,0.9783027,0.31132588,0.54696774,0.044775918,0.13398266,3.2956216,1.6009789,3.257562,0.87738585,0.4412775,1.8254403,-0.00095889333
238,1.1011698,0.9772511,0.3117153,0.54583555,0.044522125,0.13382259,3.3003216,1.6020815,3.2599468,0.8783156,0.44177544,1.8257064,-0.0011147165
239,1.100718,0.97654945,0.3109239,0.54531735,0.04437506,0.13388407,3.3049693,1.6032382,3.262522,0.8781138,0.44194186,1.8262029,-0.001778006
240,1.1003478,0.97570807,0.31049284,0.54471165,0.044382196,0.13385357,3.3096206,1.6043539,3.2648363,0.87901276,0.4424094,1.8264455,-0.0019192018
241,1.0999953,0.9747518,0.3106309,0.5439194,0.044026803,0.13372391,3.3142896,1.6054392,3.2672317,0.879685,0.44259533,1.8270006,-0.002604729
242,1.0994896,0.974186,0.3095908,0.5435728,0.04396754,0.1337725,3.3189855,1.6067331,3.269645,0.8801524,0.44277835,1.8275343,-0.0033206248
243,1.0990602,0.9733201,0.30944583,0.5429126,0.04382346,0.1337467,3.3237214,1.607929,3.2721221,0.88053036,0.44309804,1.8280022,-0.0038735927
244,1.0986301,0.9724836,0.30896273,0.54232395,0.043823563,0.13374972,3.3283734,1.6091149,3.2745726,0.88085043,0.44337136,1.8284255,-0.004343643
245,1.0982249,0.9716842,0.3084988,0.5416734,0.04374981,0.13372304,3.3330176,1.610312,3.277009,0.8813056,0.44371006,1.8287307,-0.004655272
246,1.0978614,0.9706985,0.30848482,0.54100513,0.043636046,0.13371205,3.3376567,1.6114994,3.2795105,0.88150126,0.44417238,1.828973,-0.004785929
247,1.0975167,0.9698072,0.30832934,0.5401379,0.04367418,0.13372578,3.3422823,1.6127864,3.281916,0.8820992,0.44478726,1.8291236,-0.0047274246
248,1.097172,0.9688907,0.30844924,0.53941685,0.04330682,0.13366985,3.3469594,1.6138041,3.2843065,0.88267493,0.44504756,1.8295954,-0.005310558
249,1.096668,0.9684393,0.30744585,0.53911215,0.04322227,0.13365978,3.3516002,1.6150993,3.2867289,0.8830626,0.44515583,1.8302034,-0.006238568
250,1.0962964,0.96758723,0.30730724,0.5384091,0.043120634,0.13359906,3.35627,1.6162655,3.2891054,0.8836587,0.44553035,1.8306116,-0.0066578817
251,1.0959035,0.966741,0.30677244,0.5379902,0.043134548,0.13361874,3.360909,1.6173261,3.2915485,0.8837858,0.44592544,1.8308356,-0.006850348
252,1.0955634,0.9658321,0.30674472,0.5370793,0.043105118,0.13371158,3.3655348,1.6187317,3.2939527,0.8842654,0.44677317,1.8307974,-0.006384437
253,1.0953082,0.9648804,0.30677924,0.5359932,0.04300571,0.1337616,3.3701694,1.6198686,3.2963877,0.8846117,0.44730577,1.8310907,-0.0064802985
254,1.0948519,0.96415615,0.30644616,0.5353475,0.04273426,0.1337525,3.374712,1.6210417,3.2986717,0.88543653,0.44746965,1.8316274,-0.007210677
255,1.0944216,0.9635294,0.30590796,0.53458345,0.042608712,0.13377412,3.3794017,1.622328,3.3011017,0.88579065,0.44774637,1.8322089,-0.007869428
256,1.0940199,0.9627979,0.3051866,0.53416675,0.042656183,0.1337973,3.3839974,1.6236053,3.3034682,0.88614154,0.4481473,1.8326011,-0.008251551
257,1.0936152,0.9619545,0.30495894,0.5333646,0.042466365,0.13381758,3.3886142,1.624743,3.305809,0.8867741,0.4485015,1.8329663,-0.00860067
258,1.093209,0.9611644,0.30482197,0.532768,0.042073514,0.13367206,3.393231,1.6259418,3.3080664,0.88795096,0.44851378,1.8337419,-0.009708397
259,1.0926548,0.9604835,0.30432266,0.53244466,0.04194601,0.13369508,3.3978589,1.6273202,3.3104243,0.8885268,0.44856885,1.834494,-0.010758291
260,1.0921533,0.9597507,0.30378497,0.5323767,0.04188185,0.1335596,3.4024994,1.6285462,3.3126905,0.8895105,0.4485419,1.8353155,-0.011958353
261,1.0915275,0.95908904,0.30331388,0.5322245,0.041762818,0.13352418,3.4071736,1.6298817,3.3151684,0.8898278,0.44859943,1.836052,-0.012939871
262,1.0909431,0.95841646,0.3028326,0.5319449,0.041603588,0.13343884,3.4118123,1.6311538,3.31746,0.89064777,0.44850397,1.8368464,-0.014118321
263,1.0904026,0.9576331,0.302475,0.53144497,0.041525405,0.13344719,3.4165063,1.6324228,3.319972,0.89068234,0.44868192,1.8373804,-0.014664192
264,1.0899596,0.9565735,0.3026434,0.5309698,0.04144037,0.13335285,3.4212203,1.6337794,3.3223352,0.8915633,0.44898397,1.8379015,-0.015243994
265,1.0894126,0.9558476,0.30219334,0.53075796,0.041269336,0.13326634,3.4259226,1.635132,3.324798,0.8919653,0.44890884,1.8387594,-0.016433764
266,1.088902,0.95517564,0.3012124,0.53064364,0.04145951,0.13337807,3.4305851,1.6365217,3.3273723,0.89170206,0.44930482,1.8390776,-0.016672276
267,1.088543,0.95411855,0.3018894,0.5293631,0.041354142,0.13344197,3.4353135,1.6378887,3.3298223,0.8923197,0.4502437,1.8390241,-0.015968408
268,1.0882351,0.95323634,0.30182534,0.5286168,0.0410901,0.13339481,3.4400752,1.639174,3.3322232,0.89313036,0.45048565,1.8395953,-0.016703706
269,1.0877246,0.9527433,0.30076665,0.52854866,0.041081574,0.13350318,3.4447265,1.6407001,3.3347104,0.89321417,0.45066652,1.8402027,-0.017532326
270,1.0875096,0.95165026,0.3009408,0.5277323,0.041138172,0.13354161,3.4493868,1.6419513,3.3371482,0.89341986,0.4514463,1.8401852,-0.017143093
271,1.0872427,0.9507435,0.3011503,0.5267689,0.040927704,0.1336486,3.4540832,1.643335,3.3396938,0.8934977,0.45222625,1.840235,-0.016870912
272,1.0869114,0.9501455,0.3003707,0.52638245,0.040796414,0.1336651,3.458683,1.6446851,3.3419259,0.89452016,0.45238078,1.840835,-0.01772946
273,1.0865455,0.9493885,0.30026388,0.5258266,0.040586744,0.13371299,3.4633605,1.6461126,3.3442876,0.8951453,0.45282772,1.8412384,-0.018181385
274,1.0862291,0.9486744,0.29958642,0.5254113,0.04054331,0.13374206,3.4680223,1.6473799,3.3466744,0.89535487,0.45308158,1.8417375,-0.018880209
275,1.0858266,0.9479359,0.29931575,0.52488273,0.040393714,0.13381997,3.4726171,1.6488109,3.3490288,0.89581215,0.45357504,1.841949,-0.019033201
276,1.0855422,0.94711757,0.2992969,0.5238763,0.040422484,0.13390598,3.4772506,1.6501983,3.3514702,0.8960062,0.45424545,1.84207,-0.018994158
277,1.0852656,0.94634086,0.2994458,0.52301687,0.040268246,0.1338846,3.481897,1.6515372,3.3537483,0.8970186,0.45475894,1.842399,-0.019276476
278,1.084871,0.94572455,0.29877228,0.5228845,0.040099353,0.13387628,3.4865458,1.6527623,3.3560793,0.8974729,0.45480537,1.8431082,-0.020395566
279,1.0844262,0.94518816,0.2979062,0.5225233,0.040117644,0.1340645,3.4911265,1.6542372,3.358418,0.8977924,0.45522147,1.8434652,-0.020767542
280,1.0841554,0.9442228,0.29802972,0.5214846,0.040207084,0.13418978,3.4957414,1.6555936,3.36082,0.8979611,0.45604354,1.8434767,-0.020316616
281,1.0839155,0.9434279,0.29799408,0.5203372,0.040034607,0.13434346,3.5004063,1.6571167,3.3631647,0.89863706,0.45687547,1.8435489,-0.020046692
282,1.0837023,0.9425708,0.29761082,0.5198151,0.039930645,0.13432898,3.5050125,1.6583787,3.365508,0.89904505,0.45720586,1.8440024,-0.020712392
283,1.0833015,0.9419607,0.2973541,0.5193744,0.03966683,0.1344025,3.5096145,1.6597999,3.3677392,0.9000275,0.45754084,1.8445525,-0.021409394
284,1.082869,0.94159085,0.29640654,0.51901585,0.03952025,0.13439868,3.5142035,1.6611506,3.3700428,0.90041775,0.45749113,1.845349,-0.022713237
285,1.0824552,0.9408964,0.29588863,0.5183827,0.03967524,0.13459031,3.5187514,1.6625729,3.3723493,0.9007479,0.45815223,1.8454162,-0.022543406
286,1.0821958,0.9399017,0.2965042,0.5171043,0.03960332,0.1347129,3.5233898,1.6639578,3.374775,0.9010764,0.45904353,1.8454267,-0.022076957
287,1.0819367,0.93907017,0.29593864,0.5165925,0.039594218,0.1348802,3.5279686,1.6653748,3.377012,0.9017244,0.45962906,1.8456638,-0.022154363
288,1.081564,0.93850344,0.29537335,0.5158667,0.03948156,0.13500792,3.5325005,1.666787,3.379337,0.9019937,0.4599159,1.8461509,-0.022714727
289,1.0813084,0.93755037,0.29552677,0.5151119,0.039354663,0.13498831,3.5370233,1.6682032,3.381526,0.9030197,0.46039256,1.8465166,-0.023089718
290,1.080934,0.9368705,0.29539347,0.51460046,0.039055567,0.1349163,3.5416338,1.66958,3.3837254,0.903989,0.46051857,1.8473295,-0.024247976
291,1.080297,0.9367892,0.2939259,0.51472265,0.038926743,0.13494425,3.5461955,1.6709973,3.3859174,0.9047562,0.46028396,1.8483652,-0.025932468
292,1.0797791,0.93622303,0.29351544,0.51433206,0.038952507,0.13498211,3.5507352,1.6723962,3.3881958,0.9051679,0.4604643,1.8489695,-0.02663654
293,1.0792772,0.935368,0.2937612,0.51384944,0.038644448,0.13487738,3.5553253,1.6737418,3.3903317,0.90638006,0.46059817,1.8496357,-0.027472835
294,1.078647,0.9349492,0.2929712,0.51376563,0.038597953,0.13488929,3.5599535,1.6753021,3.3926454,0.90685934,0.46062568,1.8503994,-0.028493855
295,1.0781631,0.9341356,0.29271853,0.51340383,0.03874199,0.13499491,3.5645585,1.6768564,3.3950253,0.9070125,0.4611055,1.8507104,-0.028728902
296,1.0778998,0.93303305,0.29320645,0.512502,0.038814604,0.13512571,3.5692108,1.6783221,3.3974724,0.9072759,0.4620279,1.8506539,-0.02816304
297,1.077602,0.9322771,0.2926437,0.51215696,0.03884171,0.13529506,3.5737743,1.6798556,3.3997462,0.9078805,0.46256447,1.8508961,-0.028273037
298,1.0772942,0.93164337,0.2925186,0.5113344,0.03854945,0.13548413,3.578394,1.6813781,3.4021008,0.90825963,0.46310106,1.8512017,-0.028505215
299,1.0770855,0.93073547,0.29260436,0.510678,0.03835784,0.13551873,3.5829468,1.6827031,3.4043782,0.9087857,0.46335593,1.8517314,-0.029167758
300,1.0766628,0.93021303,0.29219505,0.5104499,0.038156055,0.13556245,3.5875862,1.6843294,3.4066179,0.90959835,0.46361604,1.8524029,-0.029986031
301,1.0764314,0.930041,0.29157108,0.5104502,0.038162652,0.13557799,3.5898786,1.6850046,3.4076374,0.9101939,0.4635045,1.8528864,-0.030767782
302,1.0761482,0.9298273,0.29137325,0.51035744,0.03810421,0.1355803,3.5921733,1.6858162,3.408844,0.91020435,0.4635936,1.8531914,-0.031148296
303,1.075935,0.92951334,0.29109985,0.5101628,0.038199015,0.13563298,3.594496,1.6865945,3.409982,0.9104682,0.46386388,1.853342,-0.031235576
304,1.075754,0.9291086,0.29124308,0.5098265,0.03810042,0.13565497,3.5968041,1.6873738,3.411117,0.91078156,0.46406633,1.8535506,-0.03146799
305,1.0755525,0.92881256,0.2909673,0.50965375,0.03813607,0.13567853,3.5991035,1.6881151,3.4122953,0.91082335,0.46431696,1.8536518,-0.031590335
306,1.0754228,0.9283753,0.29108825,0.5092522,0.038112972,0.1357331,3.6013966,1.6888703,3.4134371,0.9111394,0.46461356,1.8537647,-0.03164316
307,1.0752844,0.92795247,0.29128364,0.50891095,0.038033176,0.13576946,3.6036906,1.6896281,3.4145944,0.9114595,0.46491644,1.853891,-0.03169838
308,1.0751054,0.9277161,0.29087666,0.5087495,0.03808647,0.13586444,3.6059697,1.6903833,3.415808,0.9113653,0.4651907,1.8540074,-0.031750984
309,1.075031,0.9272405,0.29096058,0.5083368,0.038106717,0.13594048,3.6082544,1.6911956,3.416928,0.9117766,0.46559003,1.8540611,-0.0316596
310,1.0748833,0.9268928,0.29105276,0.5078829,0.03793401,0.13601121,3.6105752,1.6919004,3.4180558,0.9120985,0.46589196,1.8542228,-0.03172428
311,1.0747398,0.9266268,0.29057896,0.50767523,0.03797785,0.1361093,3.612881,1.6926535,3.4192662,0.9120985,0.46613047,1.8544133,-0.031917717
312,1.0746386,0.926202,0.2905959,0.50733924,0.037959144,0.13617766,3.6151793,1.693506,3.42038,0.912553,0.46653575,1.854481,-0.031864125
313,1.0744926,0.9258677,0.2905412,0.50693786,0.03784069,0.13618615,3.6174757,1.6942282,3.4214568,0.9130188,0.46673092,1.8547257,-0.03214221
314,1.0743153,0.92559654,0.29023582,0.50684077,0.03768649,0.13615745,3.6197476,1.6949422,3.4225397,0.9135503,0.4666997,1.8551561,-0.032807764
315,1.0740528,0.92545253,0.2897618,0.50675553,0.037669532,0.13622452,3.6220424,1.6957837,3.4236765,0.91384935,0.46670052,1.8555758,-0.03345946
316,1.0738584,0.9251885,0.2896271,0.50656253,0.03756372,0.13618438,3.6243439,1.6965556,3.4247446,0.91444665,0.466853,1.8558633,-0.03381015
317,1.0736423,0.9248278,0.28956434,0.50636774,0.037417527,0.1361206,3.6266282,1.6972253,3.4258268,0.9148566,0.46678838,1.8563046,-0.034480847
318,1.0733477,0.92464006,0.2891297,0.5064354,0.037506543,0.13624041,3.6289256,1.6981523,3.4271076,0.91470134,0.46697372,1.8565714,-0.034802046
319,1.07314,0.9242425,0.288994,0.5062403,0.03753775,0.13629904,3.6312227,1.6989461,3.4281864,0.91522014,0.46724376,1.8567272,-0.03487702
320,1.0729986,0.92383873,0.28910622,0.50568205,0.037458424,0.13636245,3.6335723,1.6997015,3.4293702,0.915511,0.46753687,1.8569015,-0.034955762
321,1.0727907,0.9235034,0.28904414,0.5054691,0.03730821,0.13633814,3.6358702,1.7005433,3.4305055,0.9160391,0.46764413,1.8572481,-0.03540424
322,1.0725509,0.9232116,0.28865927,0.50545233,0.037360996,0.13643116,3.6381652,1.7014108,3.43171,0.9161117,0.46776965,1.8575763,-0.035804577
323,1.0723445,0.9229217,0.2883623,0.5052253,0.0374023,0.13651343,3.640474,1.7022548,3.4329162,0.9161306,0.46806273,1.8577082,-0.03585786
